"ID","Case Number","Date","Block","IUCR","Primary Type","Description","Location Description","Arrest","Domestic","Beat","District","Ward","Community Area","FBI Code","X Coordinate","Y Coordinate","Year","Updated On","Latitude","Longitude","Location"
"14052724","JJ518771","12/10/2025 07:15:00 PM","126XX S EGGLESTON AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","0523","005","9","53","07","1175598","1821191","2025","12/18/2025 03:42:08 PM","41.664712765","-87.633029645","(41.664712765, -87.633029645)"
"14052309","JJ518161","12/10/2025 07:10:00 PM","005XX E 60TH ST","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","STREET","true","false","0233","002","20","40","15","1180708","1865341","2025","12/18/2025 03:42:08 PM","41.785750338","-87.612977195","(41.785750338, -87.612977195)"
"14054130","JJ520105","12/10/2025 07:07:00 PM","049XX S KEDZIE AVE","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","false","false","0821","008","14","63","06","1155878","1871677","2025","12/18/2025 03:42:08 PM","41.803671998","-87.703846021","(41.803671998, -87.703846021)"
"14052221","JJ518186","12/10/2025 07:00:00 PM","041XX W 21ST PL","051A","ASSAULT","AGGRAVATED - HANDGUN","APARTMENT","false","true","1012","010","24","29","04A","1149052","1889434","2025","12/18/2025 03:42:08 PM","41.852534107","-87.728422105","(41.852534107, -87.728422105)"
"14053268","JJ518511","12/10/2025 07:00:00 PM","0000X W HUBBARD ST","0810","THEFT","OVER $500","STREET","false","false","1831","018","42","8","06","1176165","1903315","2025","12/18/2025 03:42:08 PM","41.890057206","-87.628491342","(41.890057206, -87.628491342)"
"14053544","JJ519726","12/10/2025 07:00:00 PM","020XX N LINCOLN PARK WEST","0810","THEFT","OVER $500","STREET","false","false","1814","018","43","7","06","1173929","1913923","2025","12/18/2025 03:42:08 PM","41.919216203","-87.636386348","(41.919216203, -87.636386348)"
"14053094","JJ519222","12/10/2025 07:00:00 PM","052XX S LAFLIN ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false","0934","009","16","61","14","1167224","1870033","2025","12/18/2025 03:42:08 PM","41.798925112","-87.662281553","(41.798925112, -87.662281553)"
"14054098","JJ520402","12/10/2025 07:00:00 PM","095XX S STATE ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false","0511","005","9","49","06","1177973","1841788","2025","12/18/2025 03:42:08 PM","41.721180629","-87.623717187","(41.721180629, -87.623717187)"
"14053313","JJ518919","12/10/2025 07:00:00 PM","119XX S WALLACE ST","0498","BATTERY","AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY","SIDEWALK","false","true","0524","005","21","53","04B","1174458","1825694","2025","12/18/2025 03:42:08 PM","41.677095075","-87.637068422","(41.677095075, -87.637068422)"
"14052236","JJ518139","12/10/2025 06:55:00 PM","045XX S WESTERN BLVD","1330","CRIMINAL TRESPASS","TO LAND","SMALL RETAIL STORE","true","false","0924","009","12","61","26","1161289","1874276","2025","12/18/2025 03:42:08 PM","41.810693516","-87.683929054","(41.810693516, -87.683929054)"
"14052254","JJ518210","12/10/2025 06:54:00 PM","004XX N UNION AVE","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","1214","012","27","24","06","1171446","1903444","2025","12/18/2025 03:42:08 PM","41.890516252","-87.645817694","(41.890516252, -87.645817694)"
"14052187","JJ518120","12/10/2025 06:53:00 PM","069XX S HONORE ST","1477","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","RESIDENCE","false","false","0735","007","17","67","15","1165218","1858610","2025","12/18/2025 03:42:08 PM","41.767621678","-87.669961207","(41.767621678, -87.669961207)"
"14052411","JJ518146","12/10/2025 06:51:00 PM","035XX W ARMITAGE AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET","false","false","1422","014","26","22","04A","1152670","1913065","2025","12/18/2025 03:42:08 PM","41.917309305","-87.714517419","(41.917309305, -87.714517419)"
"14052264","JJ518154","12/10/2025 06:47:00 PM","076XX S INGLESIDE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","true","true","0624","006","8","69","08B","1183888","1854482","2025","12/18/2025 03:42:08 PM","41.755878521","-87.60165665","(41.755878521, -87.60165665)"
"14052159","JJ518113","12/10/2025 06:47:00 PM","048XX W FULTON ST","1822","NARCOTICS","MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS","STREET","true","false","1532","015","28","25","18","1143879","1901492","2025","12/18/2025 03:42:08 PM","41.885721223","-87.747106563","(41.885721223, -87.747106563)"
"14052211","JJ518149","12/10/2025 06:46:00 PM","083XX S KERFOOT AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","true","0622","006","21","71","07","1173093","1849521","2025","12/18/2025 03:42:08 PM","41.742510028","-87.641363863","(41.742510028, -87.641363863)"
"14052199","JJ518150","12/10/2025 06:45:00 PM","034XX W ADDISON ST","1320","CRIMINAL DAMAGE","TO VEHICLE","VEHICLE NON-COMMERCIAL","false","false","1732","017","35","21","14","1152637","1923718","2025","12/18/2025 03:42:08 PM","41.946542649","-87.714356095","(41.946542649, -87.714356095)"
"14052315","JJ518156","12/10/2025 06:45:00 PM","009XX W WELLINGTON AVE","0460","BATTERY","SIMPLE","CTA TRAIN","false","false","1933","019","44","6","08B","1169436","1920111","2025","12/18/2025 03:42:08 PM","41.936295389","-87.652713593","(41.936295389, -87.652713593)"
"14052194","JJ518110","12/10/2025 06:41:00 PM","027XX N MILWAUKEE AVE","0560","ASSAULT","SIMPLE","RESTAURANT","false","false","1412","014","35","22","08A","1153986","1917838","2025","12/18/2025 03:42:08 PM","41.930380649","-87.709554828","(41.930380649, -87.709554828)"
"14052392","JJ518142","12/10/2025 06:41:00 PM","130XX S CHAMPLAIN AVE","0930","MOTOR VEHICLE THEFT","THEFT / RECOVERY - AUTOMOBILE","CHA PARKING LOT / GROUNDS","false","false","0533","005","10","54","07","1183336","1818804","2025","12/18/2025 03:42:08 PM","41.657986452","-87.604785778","(41.657986452, -87.604785778)"
"14052372","JJ518200","12/10/2025 06:40:00 PM","081XX S WENTWORTH AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0622","006","6","44","14","1176405","1850937","2025","12/18/2025 03:42:08 PM","41.746321983","-87.629186261","(41.746321983, -87.629186261)"
"14053198","JJ518448","12/10/2025 06:35:00 PM","028XX S LAWNDALE AVE","0820","THEFT","$500 AND UNDER","RESIDENCE","false","false","1032","010","22","30","06","1152165","1884918","2025","12/18/2025 03:42:08 PM","41.840080902","-87.7171153","(41.840080902, -87.7171153)"
"14057574","JJ524299","12/10/2025 06:34:00 PM","061XX S kimbark Ave","0890","THEFT","FROM BUILDING","APARTMENT","false","false","0314","003","20","42","06","1185698","1864503","2025","12/18/2025 03:42:08 PM","41.783334618","-87.594708112","(41.783334618, -87.594708112)"
"14052405","JJ518259","12/10/2025 06:30:00 PM","030XX W BELMONT AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","false","true","1411","014","35","21","26","1155408","1921119","2025","12/18/2025 03:42:08 PM","41.939355448","-87.704240819","(41.939355448, -87.704240819)"
"14052263","JJ518131","12/10/2025 06:30:00 PM","011XX W CULLERTON ST","0545","ASSAULT","PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY","PARK PROPERTY","false","false","1235","012","25","31","08A","1169339","1890570","2025","12/18/2025 03:42:08 PM","41.855235085","-87.653929781","(41.855235085, -87.653929781)"
"14052223","JJ518091","12/10/2025 06:30:00 PM","063XX S MAY ST","0820","THEFT","$500 AND UNDER","RESIDENCE","false","true","0724","007","16","68","06","1169740","1862713","2025","12/18/2025 03:42:08 PM","41.778783915","-87.653267156","(41.778783915, -87.653267156)"
"14052562","JJ518538","12/10/2025 06:30:00 PM","046XX N WOLCOTT AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1912","019","47","4","14","1162985","1930792","2025","12/18/2025 03:42:08 PM","41.965742688","-87.676120606","(41.965742688, -87.676120606)"
"14052691","JJ518772","12/10/2025 06:30:00 PM","089XX S CREGIER AVE","0820","THEFT","$500 AND UNDER","STREET","false","false","0413","004","8","48","06","1189741","1846098","2025","12/18/2025 03:42:08 PM","41.732733441","-87.58047588","(41.732733441, -87.58047588)"
"14052529","JJ518462","12/10/2025 06:30:00 PM","026XX N EMMETT ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","1412","014","35","22","07","1154424","1917913","2025","12/18/2025 03:42:08 PM","41.9305777","-87.707943263","(41.9305777, -87.707943263)"
"14052177","JJ518096","12/10/2025 06:30:00 PM","010XX S ASHLAND AVE","0560","ASSAULT","SIMPLE","APARTMENT","false","true","1231","012","28","28","08A","1165888","1895568","2025","12/18/2025 03:42:08 PM","41.86902427","-87.666453984","(41.86902427, -87.666453984)"
"14052738","JJ518808","12/10/2025 06:30:00 PM","016XX W 33RD ST","0710","THEFT","THEFT FROM MOTOR VEHICLE","STREET","false","false","0912","009","11","59","06","1165916","1882864","2025","12/18/2025 03:42:08 PM","41.834162712","-87.666713254","(41.834162712, -87.666713254)"
"14056364","JJ523282","12/10/2025 06:28:00 PM","040XX S DEARBORN ST","1152","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","APARTMENT","false","false","0213","002","3","38","11","1176639","1878063","2025","12/18/2025 03:42:08 PM","41.820753283","-87.627512929","(41.820753283, -87.627512929)"
"14052166","JJ518105","12/10/2025 06:20:00 PM","0000X S HOYNE AVE","0560","ASSAULT","SIMPLE","LIBRARY","false","false","1223","012","27","28","08A","1162415","1899879","2025","12/18/2025 03:42:08 PM","41.880927367","-87.679083567","(41.880927367, -87.679083567)"
"14053257","JJ519239","12/10/2025 06:20:00 PM","017XX W 18TH PL","0890","THEFT","FROM BUILDING","RESIDENCE - PORCH / HALLWAY","false","false","1234","012","25","31","06","1165019","1891118","2025","12/18/2025 03:42:08 PM","41.856831552","-87.66977056","(41.856831552, -87.66977056)"
"14052323","JJ518107","12/10/2025 06:19:00 PM","047XX S AVERS AVE","4389","OTHER OFFENSE","VIOLATION GPS MONITORING DEVICE","STREET","false","true","0821","008","14","57","26","1151501","1873019","2025","12/18/2025 03:42:08 PM","41.807441484","-87.719863701","(41.807441484, -87.719863701)"
"14052241","JJ518086","12/10/2025 06:19:00 PM","028XX N CLARK ST","0320","ROBBERY","STRONG ARM - NO WEAPON","SMALL RETAIL STORE","false","false","1934","019","44","6","03","1171316","1919277","2025","12/18/2025 03:42:08 PM","41.933965694","-87.645829029","(41.933965694, -87.645829029)"
"14052148","JJ518070","12/10/2025 06:16:00 PM","043XX W CORTEZ ST","0820","THEFT","$500 AND UNDER","STREET","false","false","1111","011","37","23","06","1147289","1906645","2025","12/18/2025 03:42:08 PM","41.899797013","-87.734452142","(41.899797013, -87.734452142)"
"14053163","JJ518441","12/10/2025 06:16:00 PM","008XX W 53RD PL","0820","THEFT","$500 AND UNDER","RESIDENCE","false","false","0934","009","16","61","06","1171597","1869335","2025","12/18/2025 03:42:08 PM","41.796914926","-87.646265262","(41.796914926, -87.646265262)"
"14052205","JJ518088","12/10/2025 06:15:00 PM","036XX S ARCHER AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","true","0912","009","12","59","14","1161614","1880357","2025","12/18/2025 03:42:08 PM","41.827373751","-87.682568055","(41.827373751, -87.682568055)"
"14053192","JJ518763","12/10/2025 06:14:00 PM","074XX S EUCLID PKWY","0820","THEFT","$500 AND UNDER","RESIDENCE - PORCH / HALLWAY","false","false","0333","003","7","43","06","1190262","1855879","2025","12/18/2025 03:42:08 PM","41.759560877","-87.578252819","(41.759560877, -87.578252819)"
"14052255","JJ518066","12/10/2025 06:12:00 PM","006XX W ROOSEVELT RD","0860","THEFT","RETAIL THEFT","CONVENIENCE STORE","false","false","0124","001","28","28","06","1172257","1894956","2025","12/18/2025 03:42:08 PM","41.867206743","-87.643090037","(41.867206743, -87.643090037)"
"14053261","JJ518422","12/10/2025 06:11:00 PM","017XX N CLEVELAND AVE","0820","THEFT","$500 AND UNDER","RESIDENCE","false","false","1813","018","43","7","06","1172661","1911905","2025","12/18/2025 03:42:08 PM","41.913706898","-87.641104939","(41.913706898, -87.641104939)"
"14052842","JJ518726","12/10/2025 06:10:00 PM","073XX S CALUMET AVE","0710","THEFT","THEFT FROM MOTOR VEHICLE","DRIVEWAY - RESIDENTIAL","false","false","0323","003","6","69","06","1179746","1856522","2025","12/18/2025 03:42:08 PM","41.761572168","-87.616773722","(41.761572168, -87.616773722)"
"14052179","JJ518075","12/10/2025 06:09:00 PM","035XX N LINDER AVE","5002","OTHER OFFENSE","OTHER VEHICLE OFFENSE","STREET","false","false","1633","016","30","15","26","1139059","1923191","2025","12/18/2025 03:42:08 PM","41.94535473","-87.764278123","(41.94535473, -87.764278123)"
"14052364","JJ518207","12/10/2025 06:05:00 PM","0000X E GRAND AVE","0820","THEFT","$500 AND UNDER","SMALL RETAIL STORE","false","false","1834","018","42","8","06","1176796","1903917","2025","12/18/2025 03:42:08 PM","41.891694878","-87.626155832","(41.891694878, -87.626155832)"
"14052201","JJ518082","12/10/2025 06:05:00 PM","072XX S MAY ST","1792","KIDNAPPING","CHILD ABDUCTION / STRANGER","STREET","false","false","0733","007","17","68","26","1169902","1856890","2025","12/18/2025 03:42:08 PM","41.762801362","-87.652842156","(41.762801362, -87.652842156)"
"14053907","JJ520277","12/10/2025 06:00:00 PM","016XX N ROCKWELL ST","0810","THEFT","OVER $500","APARTMENT","false","false","1434","014","1","24","06","1158781","1910859","2025","12/18/2025 03:42:08 PM","41.911132677","-87.692126051","(41.911132677, -87.692126051)"
"14052225","JJ518145","12/10/2025 06:00:00 PM","021XX S JEFFERSON ST","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","1235","012","25","31","06","1172664","1890092","2025","12/18/2025 03:42:08 PM","41.853850573","-87.641739732","(41.853850573, -87.641739732)"
"14053276","JJ518426","12/10/2025 06:00:00 PM","005XX N STATE ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESTAURANT","false","false","1834","018","42","8","11","1176280","1903770","2025","12/18/2025 03:42:08 PM","41.891303157","-87.628055281","(41.891303157, -87.628055281)"
"14053079","JJ519260","12/10/2025 06:00:00 PM","021XX W 63RD ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","0726","007","16","67","07","1163287","1862842","2025","12/18/2025 03:42:08 PM","41.779275514","-87.676920802","(41.779275514, -87.676920802)"
"14052394","JJ518068","12/10/2025 06:00:00 PM","002XX E 132ND ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0533","005","9","54","08B","1180081","1817851","2025","12/18/2025 03:42:08 PM","41.65544615","-87.616725412","(41.65544615, -87.616725412)"
"14052577","JJ518549","12/10/2025 06:00:00 PM","013XX W OHIO ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","1215","012","1","24","07","1167492","1904140","2025","12/18/2025 03:42:08 PM","41.892512143","-87.660318543","(41.892512143, -87.660318543)"
"14052600","JJ518522","12/10/2025 06:00:00 PM","006XX E 85TH ST","0920","MOTOR VEHICLE THEFT","ATTEMPT - AUTOMOBILE","STREET","false","false","0632","006","6","44","07","1182073","1848771","2025","12/18/2025 03:42:08 PM","41.740249081","-87.608484453","(41.740249081, -87.608484453)"
"14054132","JJ520092","12/10/2025 06:00:00 PM","030XX W EASTWOOD AVE","0710","THEFT","THEFT FROM MOTOR VEHICLE","STREET","false","false","1713","017","33","14","06","1155313","1930689","2025","12/18/2025 03:42:08 PM","41.965618067","-87.704331828","(41.965618067, -87.704331828)"
"14052688","JJ518667","12/10/2025 06:00:00 PM","071XX S EMERALD AVE","0560","ASSAULT","SIMPLE","APARTMENT","false","false","0732","007","6","68","08A","1172581","1857453","2025","12/18/2025 03:42:08 PM","41.764287727","-87.643006638","(41.764287727, -87.643006638)"
"14052308","JJ518092","12/10/2025 06:00:00 PM","047XX S ELLIS AVE","0560","ASSAULT","SIMPLE","APARTMENT","false","true","0222","002","4","39","08A","1183715","1873813","2025","12/18/2025 03:42:08 PM","41.808928535","-87.601687852","(41.808928535, -87.601687852)"
"14052240","JJ518177","12/10/2025 05:55:00 PM","067XX S INDIANA AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","true","0322","003","6","69","14","1178757","1860327","2025","12/18/2025 03:42:08 PM","41.772036046","-87.620282863","(41.772036046, -87.620282863)"
"14053181","JJ519189","12/10/2025 05:55:00 PM","020XX N LAPORTE AVE","0820","THEFT","$500 AND UNDER","RESIDENCE - PORCH / HALLWAY","false","false","2522","025","26","19","06","1143058","1913165","2025","12/18/2025 03:42:08 PM","41.917768604","-87.749829916","(41.917768604, -87.749829916)"
"14052197","JJ518062","12/10/2025 05:50:00 PM","045XX N KEYSTONE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","true","true","1722","017","39","14","08B","1148584","1929735","2025","12/18/2025 03:42:08 PM","41.96313311","-87.729097853","(41.96313311, -87.729097853)"
"14052325","JJ518046","12/10/2025 05:49:00 PM","015XX E 74TH ST","041A","BATTERY","AGGRAVATED - HANDGUN","STREET","false","false","0324","003","8","43","04B","1187722","1856227","2025","12/18/2025 03:42:08 PM","41.760576623","-87.587550671","(41.760576623, -87.587550671)"
"14052324","JJ518053","12/10/2025 05:45:00 PM","052XX S PULASKI RD","1320","CRIMINAL DAMAGE","TO VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","0815","008","23","62","14","1150589","1869566","2025","12/18/2025 03:42:08 PM","41.79798376","-87.723298581","(41.79798376, -87.723298581)"
"14052735","JJ518767","12/10/2025 05:45:00 PM","001XX W RANDOLPH ST","0810","THEFT","OVER $500","BAR OR TAVERN","false","false","0122","001","42","32","06","1174851","1901269","2025","12/18/2025 03:42:08 PM","41.884472382","-87.633378182","(41.884472382, -87.633378182)"
"14053246","JJ518414","12/10/2025 05:45:00 PM","003XX N WABASH AVE","0820","THEFT","$500 AND UNDER","HOTEL / MOTEL","false","false","1834","018","42","8","06","1176556","1902666","2025","12/18/2025 03:42:08 PM","41.888267493","-87.627075047","(41.888267493, -87.627075047)"
"14052305","JJ518134","12/10/2025 05:45:00 PM","005XX N CENTRAL AVE","0930","MOTOR VEHICLE THEFT","THEFT / RECOVERY - AUTOMOBILE","STREET","true","false","1512","015","29","25","07","1138943","1902931","2025","12/18/2025 03:42:08 PM","41.889761122","-87.765197831","(41.889761122, -87.765197831)"
"14052217","JJ518128","12/10/2025 05:45:00 PM","075XX S PARNELL AVE","0710","THEFT","THEFT FROM MOTOR VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","0621","006","6","69","06","1173855","1854817","2025","12/18/2025 03:42:08 PM","41.757026072","-87.638415174","(41.757026072, -87.638415174)"
"14052235","JJ518057","12/10/2025 05:43:00 PM","133XX S CORLISS AVE","0820","THEFT","$500 AND UNDER","CHA PARKING LOT / GROUNDS","false","false","0533","005","10","54","06","1184070","1817322","2025","12/18/2025 03:42:08 PM","41.653902567","-87.602145944","(41.653902567, -87.602145944)"
"14052156","JJ518044","12/10/2025 05:40:00 PM","012XX W LOYOLA AVE","0530","ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON","CTA TRAIN","false","false","2432","024","49","1","04A","1166902","1943721","2025","12/18/2025 03:42:08 PM","42.001136868","-87.661345692","(42.001136868, -87.661345692)"
"14054682","JJ518179","12/10/2025 05:40:00 PM","064XX S STONY ISLAND AVE","1130","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","COMMERCIAL / BUSINESS OFFICE","false","false","0314","003","5","42","11","1187984","1862596","2025","12/18/2025 03:42:08 PM","41.778047465","-87.586387726","(41.778047465, -87.586387726)"
"14053197","JJ518450","12/10/2025 05:35:00 PM","0000X S HALSTED ST","0860","THEFT","RETAIL THEFT","OTHER (SPECIFY)","false","false","1232","012","34","28","06","1171057","1900105","2025","12/18/2025 03:42:08 PM","41.88136236","-87.647344302","(41.88136236, -87.647344302)"
"14052136","JJ518087","12/10/2025 05:33:00 PM","056XX S KILPATRICK AVE","1345","CRIMINAL DAMAGE","TO CITY OF CHICAGO PROPERTY","OTHER RAILROAD PROPERTY / TRAIN DEPOT","false","false","0813","008","13","56","14","1146073","1866900","2025","12/18/2025 03:42:08 PM","41.790754583","-87.739927261","(41.790754583, -87.739927261)"
"14052301","JJ518127","12/10/2025 05:31:00 PM","001XX N STATE ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","true","false","0111","001","34","32","06","1176352","1900927","2025","12/18/2025 03:42:08 PM","41.883500187","-87.627876698","(41.883500187, -87.627876698)"
"14058354","JJ525839","12/10/2025 05:30:00 PM","029XX W 38TH PL","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0911","009","12","58","14","1157475","1878964","2025","12/19/2025 03:41:47 PM","41.823636218","-87.697791332","(41.823636218, -87.697791332)"
"14053370","JJ519465","12/10/2025 05:30:00 PM","020XX N CLIFTON AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","1811","018","43","7","07","1168310","1913761","2025","12/18/2025 03:42:08 PM","41.918895118","-87.657035803","(41.918895118, -87.657035803)"
"14052244","JJ518185","12/10/2025 05:30:00 PM","047XX W FOSTER AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","1712","017","39","14","14","1143997","1934162","2025","12/18/2025 03:42:08 PM","41.975368669","-87.745851197","(41.975368669, -87.745851197)"
"14054149","JJ519871","12/10/2025 05:30:00 PM","013XX N Greenview Ave","0820","THEFT","$500 AND UNDER","APARTMENT","false","false","1433","014","1","24","06","1166149","1908925","2025","12/18/2025 03:42:08 PM","41.905671317","-87.665113938","(41.905671317, -87.665113938)"
"14052601","JJ518557","12/10/2025 05:30:00 PM","065XX S KENWOOD AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENCE","false","false","0321","003","20","42","07","1186196","1861819","2025","12/18/2025 03:42:08 PM","41.775957742","-87.592967026","(41.775957742, -87.592967026)"
"14052618","JJ518615","12/10/2025 05:30:00 PM","100XX S VAN VLISSINGEN RD","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE - GARAGE","false","false","0431","004","7","51","05","1192175","1838865","2025","12/18/2025 03:42:08 PM","41.712826609","-87.571793591","(41.712826609, -87.571793591)"
"14053508","JJ518650","12/10/2025 05:30:00 PM","006XX N LA SALLE DR","1130","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","STREET","false","false","1832","018","42","8","11","1175035","1904235","2025","12/18/2025 03:42:08 PM","41.892607132","-87.632613576","(41.892607132, -87.632613576)"
"14052649","JJ518732","12/10/2025 05:30:00 PM","006XX E GRAND AVE","0460","BATTERY","SIMPLE","RESTAURANT","false","false","1834","018","42","8","08B","1180796","1904058","2025","12/18/2025 03:42:08 PM","41.891990384","-87.611461502","(41.891990384, -87.611461502)"
"14053227","JJ518424","12/10/2025 05:30:00 PM","012XX S INDIANA AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0132","001","34","33","14","1177854","1894918","2025","12/18/2025 03:42:08 PM","41.866977138","-87.622544036","(41.866977138, -87.622544036)"
"14052431","JJ518290","12/10/2025 05:30:00 PM","054XX S MICHIGAN AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0225","002","3","40","08B","1178082","1868966","2025","12/18/2025 03:42:08 PM","41.795757659","-87.622495386","(41.795757659, -87.622495386)"
"14052397","JJ518029","12/10/2025 05:28:00 PM","015XX S KILBOURN AVE","0560","ASSAULT","SIMPLE","STREET","false","false","1012","010","24","29","08A","1146636","1892113","2025","12/18/2025 03:42:08 PM","41.859931989","-87.737221382","(41.859931989, -87.737221382)"
"14052186","JJ518036","12/10/2025 05:28:00 PM","078XX S SOUTH SHORE DR","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","false","0421","004","7","43","14","1197940","1853912","2025","12/18/2025 03:42:08 PM","41.753974914","-87.550179329","(41.753974914, -87.550179329)"
"14052200","JJ518045","12/10/2025 05:27:00 PM","029XX N CENTRAL AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","SMALL RETAIL STORE","true","false","2514","025","31","19","14","1138526","1919045","2025","12/18/2025 03:42:08 PM","41.933987374","-87.766338056","(41.933987374, -87.766338056)"
"14052373","JJ518071","12/10/2025 05:25:00 PM","067XX S JEFFERY BLVD","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","GAS STATION","true","false","0331","003","5","43","15","1190703","1860780","2025","12/18/2025 03:42:08 PM","41.772998982","-87.576478539","(41.772998982, -87.576478539)"
"14052349","JJ518081","12/10/2025 05:25:00 PM","003XX E CHICAGO AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1833","018","2","8","14","1178923","1905802","2025","12/18/2025 03:42:08 PM","41.896819033","-87.618286737","(41.896819033, -87.618286737)"
"14053279","JJ518455","12/10/2025 05:25:00 PM","087XX S CORNELL AVE","0820","THEFT","$500 AND UNDER","OTHER (SPECIFY)","false","false","0412","004","8","48","06","1188768","1847199","2025","12/18/2025 03:42:08 PM","41.735777995","-87.58400525","(41.735777995, -87.58400525)"
"14052331","JJ518043","12/10/2025 05:15:00 PM","057XX S WHIPPLE ST","0890","THEFT","FROM BUILDING","APARTMENT","false","false","0824","008","14","63","06","1157029","1866342","2025","12/18/2025 03:42:08 PM","41.789008813","-87.699768904","(41.789008813, -87.699768904)"
"14052142","JJ518027","12/10/2025 05:10:00 PM","022XX N KIMBALL AVE","0460","BATTERY","SIMPLE","STREET","false","false","1413","014","35","22","08B","1153329","1915000","2025","12/18/2025 03:42:08 PM","41.922606036","-87.712044726","(41.922606036, -87.712044726)"
"14052180","JJ518100","12/10/2025 05:08:00 PM","024XX N LOWELL AVE","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","APARTMENT","false","false","2524","025","31","20","26","1146978","1915815","2025","12/18/2025 03:42:08 PM","41.924966368","-87.735359635","(41.924966368, -87.735359635)"
"14052478","JJ518037","12/10/2025 05:05:00 PM","061XX S KENWOOD AVE","0460","BATTERY","SIMPLE","RESIDENCE","false","false","0314","003","20","42","08B","1186129","1864575","2025","12/18/2025 03:42:08 PM","41.783522021","-87.593125671","(41.783522021, -87.593125671)"
"14060183","JJ528156","12/10/2025 05:01:00 PM","024XX S CALIFORNIA AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESIDENCE","false","false","1034","010","24","30","26","1158078","1887851","2025","12/21/2025 03:42:59 PM","41.848010922","-87.695336969","(41.848010922, -87.695336969)"
"14052036","JJ517971","12/10/2025 05:00:00 PM","069XX N WOLCOTT AVE","0890","THEFT","FROM BUILDING","APARTMENT","false","false","2424","024","49","1","06","1162348","1946211","2025","12/18/2025 03:42:08 PM","42.008066346","-87.678028945","(42.008066346, -87.678028945)"
"14052131","JJ518003","12/10/2025 05:00:00 PM","023XX W CERMAK RD","0460","BATTERY","SIMPLE","RESTAURANT","false","false","1234","012","25","31","08B","1161060","1889343","2025","12/18/2025 03:42:08 PM","41.852043811","-87.684351501","(41.852043811, -87.684351501)"
"14052956","JJ519038","12/10/2025 04:55:00 PM","040XX N WHIPPLE ST","4651","OTHER OFFENSE","SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS","RESIDENCE","false","false","1724","017","33","16","26","1155331","1926702","2025","12/18/2025 03:42:08 PM","41.95467713","-87.704373245","(41.95467713, -87.704373245)"
