"ID","Case Number","Date","Block","IUCR","Primary Type","Description","Location Description","Arrest","Domestic","Beat","District","Ward","Community Area","FBI Code","X Coordinate","Y Coordinate","Year","Updated On","Latitude","Longitude","Location"
"14049745","JJ514933","12/07/2025 12:00:00 PM","016XX E HYDE PARK BLVD","0810","THEFT","OVER $500","APARTMENT","false","false","0222","002","5","39","06","1188001","1871507","2025","12/15/2025 03:41:41 PM","41.802499513","-87.586041451","(41.802499513, -87.586041451)"
"14049139","JJ514185","12/07/2025 12:00:00 PM","007XX W GARFIELD BLVD","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","true","0711","007","16","68","14","1172413","1868271","2025","12/15/2025 03:41:41 PM","41.79397726","-87.643304228","(41.79397726, -87.643304228)"
"14049975","JJ515118","12/07/2025 12:00:00 PM","038XX W 107TH ST","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","RESIDENCE","false","true","2211","022","19","74","26","1152683","1833377","2025","12/15/2025 03:41:41 PM","41.698633976","-87.716570711","(41.698633976, -87.716570711)"
"14053587","JJ519820","12/07/2025 12:00:00 PM","098XX S AVENUE L","0820","THEFT","$500 AND UNDER","APARTMENT","false","true","0432","004","10","52","06","1201800","1840389","2025","12/15/2025 03:41:41 PM","41.716769577","-87.536492917","(41.716769577, -87.536492917)"
"14049325","JJ514492","12/07/2025 12:00:00 PM","064XX N SEELEY AVE","0820","THEFT","$500 AND UNDER","VEHICLE NON-COMMERCIAL","false","false","2412","024","50","2","06","1161463","1942790","2025","12/15/2025 03:41:41 PM","41.998697566","-87.681380906","(41.998697566, -87.681380906)"
"14049622","JJ514756","12/07/2025 12:00:00 PM","004XX N HARDING AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","true","false","1122","011","37","23","07","1149977","1902769","2025","12/15/2025 03:41:41 PM","41.889108952","-87.724680003","(41.889108952, -87.724680003)"
"14049239","JJ514248","12/07/2025 12:00:00 PM","022XX W MAYPOLE AVE","1581","SEX OFFENSE","NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES","APARTMENT","false","true","1223","012","27","28","17","1161246","1900967","2025","12/15/2025 03:41:41 PM","41.883937309","-87.683345793","(41.883937309, -87.683345793)"
"14050108","JJ515389","12/07/2025 12:00:00 PM","043XX N LARAMIE AVE","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","APARTMENT","false","true","1624","016","45","15","26","1140914","1928216","2025","12/15/2025 03:41:41 PM","41.959109797","-87.757335611","(41.959109797, -87.757335611)"
"14049493","JJ514479","12/07/2025 11:58:00 AM","051XX S LAKE PARK AVE","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","false","false","0234","002","4","41","06","1187537","1871358","2025","12/15/2025 03:41:41 PM","41.802101704","-87.587747851","(41.802101704, -87.587747851)"
"14050370","JJ514834","12/07/2025 11:45:00 AM","086XX S STATE ST","0810","THEFT","OVER $500","CHURCH / SYNAGOGUE / PLACE OF WORSHIP","false","false","0632","006","6","44","06","1177794","1847916","2025","12/15/2025 03:41:41 PM","41.738000689","-87.624187902","(41.738000689, -87.624187902)"
"14049837","JJ514196","12/07/2025 11:30:00 AM","082XX S ELLIS AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0631","006","8","44","08B","1184332","1850517","2025","12/15/2025 03:41:41 PM","41.74498778","-87.600153332","(41.74498778, -87.600153332)"
"14049169","JJ514182","12/07/2025 11:30:00 AM","061XX N ELSTON AVE","0560","ASSAULT","SIMPLE","HOTEL / MOTEL","false","false","1611","016","39","10","08A","1133998","1940279","2025","12/15/2025 03:41:41 PM","41.99233654","-87.782476935","(41.99233654, -87.782476935)"
"14049166","JJ514175","12/07/2025 11:30:00 AM","090XX S EMERALD AVE","0560","ASSAULT","SIMPLE","RESIDENCE","false","true","2223","022","21","71","08A","1172899","1844756","2025","12/15/2025 03:41:41 PM","41.729438505","-87.642214879","(41.729438505, -87.642214879)"
"14049195","JJ514179","12/07/2025 11:30:00 AM","046XX W BELMONT AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","2521","025","31","19","08B","1144584","1920864","2025","12/15/2025 03:41:41 PM","41.938866781","-87.744028854","(41.938866781, -87.744028854)"
"14049128","JJ514153","12/07/2025 11:25:00 AM","007XX N TRUMBULL AVE","2014","NARCOTICS","MANUFACTURE / DELIVER -  HEROIN (WHITE)","VACANT LOT / LAND","true","false","1121","011","27","23","18","1153246","1904708","2025","12/15/2025 03:41:41 PM","41.894365503","-87.712623349","(41.894365503, -87.712623349)"
"14051346","JJ516394","12/07/2025 11:20:00 AM","027XX S GROVE ST","0820","THEFT","$500 AND UNDER","RESIDENCE","false","false","0913","009","11","60","06","1168465","1886349","2025","12/15/2025 03:41:41 PM","41.843671217","-87.657259717","(41.843671217, -87.657259717)"
"14049162","JJ514174","12/07/2025 11:15:00 AM","022XX W FULLERTON AVE","0930","MOTOR VEHICLE THEFT","THEFT / RECOVERY - AUTOMOBILE","HIGHWAY / EXPRESSWAY","false","false","1432","014","32","22","07","1160911","1915910","2025","12/15/2025 03:41:41 PM","41.924949019","-87.684160693","(41.924949019, -87.684160693)"
"14049161","JJ514170","12/07/2025 11:11:00 AM","019XX N HARDING AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","2535","025","26","20","08B","1149740","1912513","2025","12/15/2025 03:41:41 PM","41.915852075","-87.725296737","(41.915852075, -87.725296737)"
"14049085","JJ514141","12/07/2025 11:11:00 AM","023XX S AVERS AVE","4651","OTHER OFFENSE","SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS","RESIDENCE","false","false","1013","010","22","30","26","1151077","1888144","2025","12/15/2025 03:41:41 PM","41.848954803","-87.721023443","(41.848954803, -87.721023443)"
"14055370","JJ521975","12/07/2025 11:00:00 AM","012XX S STATE ST","1130","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","RESIDENCE","false","false","0131","001","34","33","11","1176535","1894746","2025","12/16/2025 03:43:01 PM","41.866535025","-87.627391392","(41.866535025, -87.627391392)"
"14049090","JJ514134","12/07/2025 11:00:00 AM","008XX S INDEPENDENCE BLVD","0460","BATTERY","SIMPLE","APARTMENT","true","false","1133","011","24","26","08B","1151229","1895983","2025","12/15/2025 03:41:41 PM","41.87046297","-87.720260149","(41.87046297, -87.720260149)"
"14054340","JJ520728","12/07/2025 11:00:00 AM","003XX E 58TH ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0232","002","20","40","14","1179628","1866638","2025","12/15/2025 03:41:41 PM","41.789334191","-87.616897325","(41.789334191, -87.616897325)"
"14049141","JJ514177","12/07/2025 11:00:00 AM","029XX W LEXINGTON ST","0460","BATTERY","SIMPLE","APARTMENT","false","false","1135","011","28","27","08B","1156875","1896561","2025","12/15/2025 03:41:41 PM","41.871936536","-87.699516064","(41.871936536, -87.699516064)"
"14050617","JJ514165","12/07/2025 11:00:00 AM","020XX W JARVIS AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","APARTMENT","false","false","2424","024","49","1","08A","1161556","1948777","2025","12/15/2025 03:41:41 PM","42.015124111","-87.680870937","(42.015124111, -87.680870937)"
"14049096","JJ514128","12/07/2025 11:00:00 AM","109XX S DOTY AVE W","0860","THEFT","RETAIL THEFT","CONVENIENCE STORE","true","false","0513","005","9","50","06","1185432","1832646","2025","12/15/2025 03:41:41 PM","41.695921912","-87.596683122","(41.695921912, -87.596683122)"
"14049199","JJ514178","12/07/2025 11:00:00 AM","018XX S HARDING AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","SIDEWALK","false","false","1014","010","24","29","04A","1150352","1890616","2025","12/15/2025 03:41:41 PM","41.85575243","-87.723619867","(41.85575243, -87.723619867)"
"14049175","JJ514132","12/07/2025 11:00:00 AM","001XX W 111TH ST","0484","BATTERY","PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY","CTA BUS","false","false","0513","005","9","49","08B","1177339","1831348","2025","12/15/2025 03:41:41 PM","41.692546131","-87.626353328","(41.692546131, -87.626353328)"
"14049100","JJ514162","12/07/2025 10:53:00 AM","023XX S KOLIN AVE","4651","OTHER OFFENSE","SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS","RESIDENCE","false","false","1013","010","22","29","26","1148013","1888222","2025","12/15/2025 03:41:41 PM","41.849228245","-87.732266723","(41.849228245, -87.732266723)"
"14049209","JJ514150","12/07/2025 10:53:00 AM","010XX E 132ND ST","031B","ROBBERY","ARMED - OTHER FIREARM","SIDEWALK","false","false","0533","005","10","54","03","1185834","1818050","2025","12/15/2025 03:41:41 PM","41.655859064","-87.595668779","(41.655859064, -87.595668779)"
"14049143","JJ514147","12/07/2025 10:51:00 AM","041XX W WASHINGTON BLVD","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","true","true","1114","011","28","26","08B","1148820","1900172","2025","12/15/2025 03:41:41 PM","41.882004939","-87.728996168","(41.882004939, -87.728996168)"
"14049160","JJ514156","12/07/2025 10:50:00 AM","018XX N ST LOUIS AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","1422","014","26","22","08B","1152823","1911879","2025","12/15/2025 03:41:41 PM","41.914051786","-87.713986759","(41.914051786, -87.713986759)"
"14049158","JJ514148","12/07/2025 10:37:00 AM","048XX N LINCOLN AVE","0810","THEFT","OVER $500","DRUG STORE","true","false","2031","020","47","4","06","1159566","1931867","2025","12/15/2025 03:41:41 PM","41.968763818","-87.688661831","(41.968763818, -87.688661831)"
"14049120","JJ514120","12/07/2025 10:30:00 AM","100XX S HALSTED ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","HOTEL / MOTEL","false","true","2232","022","21","73","08B","1172749","1838296","2025","12/15/2025 03:41:41 PM","41.711714647","-87.642954141","(41.711714647, -87.642954141)"
"14049135","JJ514200","12/07/2025 10:30:00 AM","028XX W CONGRESS PKWY","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1135","011","27","27","14","1157508","1897644","2025","12/15/2025 03:41:41 PM","41.874895547","-87.697162583","(41.874895547, -87.697162583)"
"14049924","JJ515196","12/07/2025 10:30:00 AM","010XX N LATROBE AVE","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","VEHICLE NON-COMMERCIAL","false","false","1524","015","37","25","06","1141168","1906461","2025","12/15/2025 03:41:41 PM","41.899407148","-87.756939458","(41.899407148, -87.756939458)"
"14049381","JJ514552","12/07/2025 10:30:00 AM","042XX S CHAMPLAIN AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","0214","002","4","38","07","1181300","1877066","2025","12/15/2025 03:41:41 PM","41.817911099","-87.610445116","(41.817911099, -87.610445116)"
"14050367","JJ515585","12/07/2025 10:26:00 AM","061XX N Broadway","0860","THEFT","RETAIL THEFT","DRUG STORE","false","false","2433","024","48","77","06","1167193","1940774","2025","12/15/2025 03:41:41 PM","41.993043969","-87.660360363","(41.993043969, -87.660360363)"
"14049810","JJ514136","12/07/2025 10:15:00 AM","080XX S PERRY AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","RESIDENCE","false","true","0623","006","17","44","14","1177003","1851755","2025","12/15/2025 03:41:41 PM","41.748553224","-87.62697046","(41.748553224, -87.62697046)"
"14050652","JJ514077","12/07/2025 10:02:00 AM","022XX S TRUMBULL AVE","4651","OTHER OFFENSE","SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS","RESIDENCE","false","false","1024","010","22","30","26","1153717","1888894","2025","12/15/2025 03:41:41 PM","41.850960828","-87.711314385","(41.850960828, -87.711314385)"
"14049140","JJ514137","12/07/2025 10:00:00 AM","005XX N MICHIGAN AVE","0330","ROBBERY","AGGRAVATED","SIDEWALK","false","false","1834","018","42","8","03","1177348","1903717","2025","12/15/2025 03:41:41 PM","41.891133566","-87.624134682","(41.891133566, -87.624134682)"
"14049167","JJ514102","12/07/2025 10:00:00 AM","0000X E IDA B WELLS DR","0460","BATTERY","SIMPLE","SIDEWALK","false","false","0123","001","4","32","08B","1177008","1898088","2025","12/15/2025 03:41:41 PM","41.875694988","-87.625553818","(41.875694988, -87.625553818)"
"14049157","JJ514131","12/07/2025 10:00:00 AM","016XX N KEYSTONE AVE","0560","ASSAULT","SIMPLE","APARTMENT","true","true","2534","025","26","23","08A","1149131","1910657","2025","12/15/2025 03:41:41 PM","41.910770859","-87.727582339","(41.910770859, -87.727582339)"
"14049101","JJ514126","12/07/2025 10:00:00 AM","020XX W ADAMS ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","1225","012","27","28","08B","1162984","1899088","2025","12/15/2025 03:41:41 PM","41.878744874","-87.677016454","(41.878744874, -87.677016454)"
"14049089","JJ514073","12/07/2025 09:53:00 AM","022XX S TRUMBULL AVE","4651","OTHER OFFENSE","SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS","APARTMENT","false","false","1024","010","22","30","26","1153717","1888894","2025","12/15/2025 03:41:41 PM","41.850960828","-87.711314385","(41.850960828, -87.711314385)"
"14049200","JJ514082","12/07/2025 09:46:00 AM","069XX S JEFFERY BLVD","0420","BATTERY","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","APARTMENT","false","false","0332","003","5","43","04B","1190744","1859294","2025","12/15/2025 03:41:41 PM","41.768920292","-87.576376188","(41.768920292, -87.576376188)"
"14049197","JJ514205","12/07/2025 09:45:00 AM","016XX S HOMAN AVE","0281","CRIMINAL SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT","false","false","1021","010","24","29","02","1153974","1891431","2025","12/15/2025 03:41:41 PM","41.857917537","-87.710303573","(41.857917537, -87.710303573)"
"14049092","JJ514068","12/07/2025 09:45:00 AM","025XX S TRUMBULL AVE","4651","OTHER OFFENSE","SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS","RESIDENCE","false","false","1024","010","22","30","26","1153775","1886864","2025","12/15/2025 03:41:41 PM","41.845389113","-87.71115549","(41.845389113, -87.71115549)"
"14049071","JJ514078","12/07/2025 09:36:00 AM","040XX W IRVING PARK RD","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","false","false","1732","017","45","16","06","1148903","1926279","2025","12/15/2025 03:41:41 PM","41.953643409","-87.72801475","(41.953643409, -87.72801475)"
"14049063","JJ514075","12/07/2025 09:32:00 AM","013XX N LAVERGNE AVE","0520","ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","APARTMENT","true","true","2533","025","37","25","04A","1142787","1908611","2025","12/15/2025 03:41:41 PM","41.905276989","-87.750939203","(41.905276989, -87.750939203)"
"14053578","JJ514108","12/07/2025 09:30:00 AM","018XX N LARRABEE ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","1813","018","43","7","08B","1171983","1912552","2025","12/15/2025 03:41:41 PM","41.915497287","-87.643576643","(41.915497287, -87.643576643)"
"14049116","JJ514101","12/07/2025 09:30:00 AM","069XX S TALMAN AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0831","008","17","66","08B","1159905","1858567","2025","12/15/2025 03:41:41 PM","41.767614476","-87.689436981","(41.767614476, -87.689436981)"
"14049148","JJ514071","12/07/2025 09:26:00 AM","006XX N LOREL AVE","0560","ASSAULT","SIMPLE","APARTMENT","false","false","1524","015","37","25","08A","1140563","1903718","2025","12/15/2025 03:41:41 PM","41.891891158","-87.759229063","(41.891891158, -87.759229063)"
"14049045","JJ514054","12/07/2025 09:25:00 AM","004XX N MICHIGAN AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","true","false","1834","018","42","8","06","1177361","1903270","2025","12/15/2025 03:41:41 PM","41.889906681","-87.624100509","(41.889906681, -87.624100509)"
"14049102","JJ514064","12/07/2025 09:25:00 AM","037XX W 75TH PL","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET","false","true","0833","008","18","70","04A","1152352","1854445","2025","12/15/2025 03:41:41 PM","41.756454861","-87.717230556","(41.756454861, -87.717230556)"
"14049088","JJ514048","12/07/2025 09:25:00 AM","015XX S MILLARD AVE","4651","OTHER OFFENSE","SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS","RESIDENCE","false","false","1014","010","24","29","26","1152295","1892115","2025","12/15/2025 03:41:41 PM","41.85982778","-87.716448529","(41.85982778, -87.716448529)"
"14050419","JJ515733","12/07/2025 09:25:00 AM","016XX E HYDE PARK BLVD","0890","THEFT","FROM BUILDING","RESIDENCE","false","false","0234","002","5","41","06","1188104","1871510","2025","12/15/2025 03:41:41 PM","41.802505287","-87.585663616","(41.802505287, -87.585663616)"
"14049181","JJ514067","12/07/2025 09:25:00 AM","060XX S KILDARE AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET","true","false","0813","008","13","65","04A","1148736","1864265","2025","12/15/2025 03:41:41 PM","41.783472872","-87.730230314","(41.783472872, -87.730230314)"
"14049083","JJ514050","12/07/2025 09:21:00 AM","018XX S RIDGEWAY AVE","4651","OTHER OFFENSE","SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS","APARTMENT","false","false","1014","010","24","29","26","1151660","1890731","2025","12/15/2025 03:41:41 PM","41.856042416","-87.718815813","(41.856042416, -87.718815813)"
"14049124","JJ514051","12/07/2025 09:19:00 AM","013XX E 47TH ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","false","false","0222","002","4","39","06","1185766","1874101","2025","12/15/2025 03:41:41 PM","41.809670667","-87.594156219","(41.809670667, -87.594156219)"
"14053670","JJ519870","12/07/2025 09:10:00 AM","081XX S KENNETH AVE","0460","BATTERY","SIMPLE","STREET","false","false","0834","008","18","70","08B","1148099","1849992","2025","12/15/2025 03:41:41 PM","41.744317564","-87.732931072","(41.744317564, -87.732931072)"
"14056448","JJ523405","12/07/2025 09:00:00 AM","045XX N MOODY AVE","1187","DECEPTIVE PRACTICE","STATE BENEFITS FRAUD","RESIDENCE","false","false","1622","016","38","15","11","1134525","1929775","2025","12/17/2025 03:41:32 PM","41.96350329","-87.780787651","(41.96350329, -87.780787651)"
"14049859","JJ514836","12/07/2025 09:00:00 AM","054XX S ARCHER AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","0814","008","23","56","07","1145070","1869741","2025","12/15/2025 03:41:41 PM","41.798569683","-87.743533609","(41.798569683, -87.743533609)"
"14049403","JJ514546","12/07/2025 09:00:00 AM","022XX N LAPORTE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","2522","025","26","19","08B","1143024","1914506","2025","12/15/2025 03:41:41 PM","41.921449083","-87.749921317","(41.921449083, -87.749921317)"
"14049206","JJ514284","12/07/2025 09:00:00 AM","079XX S ESSEX AVE","0890","THEFT","FROM BUILDING","OTHER (SPECIFY)","false","false","0422","004","7","46","06","1194236","1852738","2025","12/15/2025 03:41:41 PM","41.750845087","-87.563791435","(41.750845087, -87.563791435)"
"14050487","JJ515105","12/07/2025 09:00:00 AM","132XX S AVENUE O","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","false","false","0433","004","10","55","08A","1201081","1817693","2025","12/15/2025 03:41:41 PM","41.654507825","-87.539891803","(41.654507825, -87.539891803)"
"14049029","JJ514030","12/07/2025 08:46:00 AM","006XX S CALIFORNIA AVE","2024","NARCOTICS","POSSESS - HEROIN (WHITE)","SIDEWALK","true","false","1135","011","28","27","18","1157803","1897151","2025","12/15/2025 03:41:41 PM","41.873536701","-87.696092902","(41.873536701, -87.696092902)"
"14049758","JJ514940","12/07/2025 08:45:00 AM","017XX E 67TH ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0332","003","5","43","14","1188877","1860899","2025","12/15/2025 03:41:41 PM","41.77336943","-87.583168277","(41.77336943, -87.583168277)"
"14049077","JJ514060","12/07/2025 08:34:00 AM","012XX W 78TH ST","0820","THEFT","$500 AND UNDER","STREET","false","false","0612","006","17","71","06","1169511","1853063","2025","12/15/2025 03:41:41 PM","41.75230805","-87.654385936","(41.75230805, -87.654385936)"
"14049217","JJ514290","12/07/2025 08:30:00 AM","013XX S FAIRFIELD AVE","0870","THEFT","POCKET-PICKING","STREET","false","false","1023","010","28","29","06","1158243","1893710","2025","12/15/2025 03:41:41 PM","41.864085277","-87.694571444","(41.864085277, -87.694571444)"
"14049027","JJ514034","12/07/2025 08:30:00 AM","026XX W 23RD PL","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","false","1034","010","25","30","14","1159065","1888298","2025","12/15/2025 03:41:41 PM","41.84921736","-87.69170237","(41.84921736, -87.69170237)"
"14049025","JJ514052","12/07/2025 08:25:00 AM","048XX W BELMONT AVE","0460","BATTERY","SIMPLE","RESTAURANT","false","false","2521","025","31","19","08B","1143471","1920836","2025","12/15/2025 03:41:41 PM","41.938810869","-87.748120159","(41.938810869, -87.748120159)"
"14053931","JJ520014","12/07/2025 08:20:00 AM","026XX N NORDICA AVE","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","2512","025","29","18","06","1128638","1916844","2025","12/15/2025 03:41:41 PM","41.928121255","-87.802726943","(41.928121255, -87.802726943)"
"14049038","JJ514036","12/07/2025 08:13:00 AM","023XX E 79TH ST","1330","CRIMINAL TRESPASS","TO LAND","DRUG STORE","false","false","0414","004","7","43","26","1193357","1853048","2025","12/15/2025 03:41:41 PM","41.751717281","-87.567002336","(41.751717281, -87.567002336)"
"14049064","JJ514025","12/07/2025 08:13:00 AM","010XX W LAKE ST","0860","THEFT","RETAIL THEFT","CONVENIENCE STORE","false","false","1214","012","27","28","06","1169328","1901620","2025","12/15/2025 03:41:41 PM","41.885557376","-87.65364901","(41.885557376, -87.65364901)"
"14049261","JJ514367","12/07/2025 08:10:00 AM","073XX S VERNON AVE","1330","CRIMINAL TRESPASS","TO LAND","RESIDENCE","false","false","0323","003","6","69","26","1180517","1856412","2025","12/15/2025 03:41:41 PM","41.761252657","-87.613951329","(41.761252657, -87.613951329)"
"14049942","JJ515167","12/07/2025 08:00:00 AM","024XX W 48TH ST","0520","ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","APARTMENT","false","true","0922","009","15","58","04A","1160816","1872779","2025","12/15/2025 03:41:41 PM","41.806595357","-87.685705355","(41.806595357, -87.685705355)"
"14049208","JJ514268","12/07/2025 08:00:00 AM","032XX N SHEFFIELD AVE","0890","THEFT","FROM BUILDING","APARTMENT","false","false","1924","019","44","6","06","1169040","1921620","2025","12/15/2025 03:41:41 PM","41.94044477","-87.654124986","(41.94044477, -87.654124986)"
"14049049","JJ514000","12/07/2025 08:00:00 AM","010XX W 78TH ST","1360","CRIMINAL TRESPASS","TO VEHICLE","STREET","true","false","0612","006","17","71","26","1170867","1853101","2025","12/15/2025 03:41:41 PM","41.752382856","-87.649415679","(41.752382856, -87.649415679)"
"14050431","JJ515420","12/07/2025 08:00:00 AM","044XX S HONORE ST","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","APARTMENT","false","true","0924","009","15","61","26","1164760","1875269","2025","12/15/2025 03:41:41 PM","41.813345742","-87.671169679","(41.813345742, -87.671169679)"
"14049216","JJ514300","12/07/2025 08:00:00 AM","015XX W FULTON ST","0810","THEFT","OVER $500","STREET","false","false","1215","012","27","28","06","1165935","1901944","2025","12/15/2025 03:41:41 PM","41.886519525","-87.66609946","(41.886519525, -87.66609946)"
"14049114","JJ514011","12/07/2025 07:50:00 AM","040XX W 58TH PL","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","true","true","0813","008","13","62","08B","1150352","1865501","2025","12/22/2025 03:41:21 PM","41.786833392","-87.724273322","(41.786833392, -87.724273322)"
"14049037","JJ514012","12/07/2025 07:50:00 AM","079XX S ESCANABA AVE","0560","ASSAULT","SIMPLE","APARTMENT","false","false","0422","004","7","46","08A","1196880","1852872","2025","12/15/2025 03:41:41 PM","41.751147491","-87.554098301","(41.751147491, -87.554098301)"
"14049001","JJ513998","12/07/2025 07:50:00 AM","001XX N LOTUS AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1523","015","37","25","14","1139927","1900544","2025","12/15/2025 03:41:41 PM","41.883192958","-87.761642503","(41.883192958, -87.761642503)"
"14049541","JJ514645","12/07/2025 07:50:00 AM","049XX N KENMORE AVE","0890","THEFT","FROM BUILDING","APARTMENT","false","false","2024","020","48","3","06","1168357","1933163","2025","12/15/2025 03:41:41 PM","41.972134016","-87.65630006","(41.972134016, -87.65630006)"
"14054575","JJ514526","12/07/2025 07:45:00 AM","0000X W TERMINAL ST","0810","THEFT","OVER $500","AIRPORT TERMINAL LOWER LEVEL - SECURE AREA","false","false","1651","016","41","76","06","1100317","1935229","2025","12/16/2025 03:43:01 PM","41.979006297","-87.906463155","(41.979006297, -87.906463155)"
"14049222","JJ514140","12/07/2025 07:39:00 AM","006XX W 31ST ST","1152","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","GAS STATION","false","false","0915","009","11","60","11","1172315","1884344","2025","12/15/2025 03:41:41 PM","41.838085292","-87.643190224","(41.838085292, -87.643190224)"
"14050345","JJ515452","12/07/2025 07:30:00 AM","105XX S AVENUE N","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0432","004","10","52","14","1201184","1835610","2025","12/15/2025 03:41:41 PM","41.703671228","-87.53891047","(41.703671228, -87.53891047)"
"14049056","JJ514049","12/07/2025 07:30:00 AM","005XX N LAWNDALE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","1122","011","27","23","07","1151623","1903396","2025","12/15/2025 03:41:41 PM","41.890797307","-87.718618699","(41.890797307, -87.718618699)"
"14050700","JJ516074","12/07/2025 07:10:00 AM","052XX S INDIANA AVE","0810","THEFT","OVER $500","APARTMENT","false","true","0231","002","3","40","06","1178482","1870543","2025","12/15/2025 03:41:41 PM","41.800076008","-87.620980656","(41.800076008, -87.620980656)"
"14057166","JJ524204","12/07/2025 07:00:00 AM","069XX S OGLESBY AVE","501A","OTHER OFFENSE","ANIMAL ABUSE / NEGLECT","RESIDENCE - PORCH / HALLWAY","false","false","0331","003","5","43","26","1192968","1859364","2025","12/18/2025 03:41:16 PM","41.769058377","-87.568221956","(41.769058377, -87.568221956)"
"14049230","JJ514040","12/07/2025 06:50:00 AM","132XX S GREEN BAY AVE","1330","CRIMINAL TRESPASS","TO LAND","RESIDENCE","true","false","0433","004","10","55","26","1200751","1817737","2025","12/15/2025 03:41:41 PM","41.654636895","-87.541097768","(41.654636895, -87.541097768)"
"14048985","JJ513973","12/07/2025 06:48:00 AM","006XX N CLARK ST","0860","THEFT","RETAIL THEFT","DRUG STORE","true","false","1832","018","42","8","06","1175423","1904617","2025","12/15/2025 03:41:41 PM","41.893646656","-87.631177143","(41.893646656, -87.631177143)"
"14049055","JJ513976","12/07/2025 06:40:00 AM","002XX S LOTUS AVE","0560","ASSAULT","SIMPLE","APARTMENT","true","true","1522","015","29","25","08A","1139921","1898365","2025","12/15/2025 03:41:41 PM","41.877213611","-87.761717828","(41.877213611, -87.761717828)"
"14049047","JJ513977","12/07/2025 06:25:00 AM","051XX S ARCHER AVE","0320","ROBBERY","STRONG ARM - NO WEAPON","CTA TRAIN","false","false","0815","008","14","57","03","1148919","1870571","2025","12/15/2025 03:41:41 PM","41.800773991","-87.729396946","(41.800773991, -87.729396946)"
"14050749","JJ516121","12/07/2025 06:13:00 AM","095XX S UNIVERSITY AVE","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESIDENCE","false","false","0511","005","8","50","11","1185545","1841924","2025","12/15/2025 03:41:41 PM","41.721379208","-87.595978511","(41.721379208, -87.595978511)"
